	12A01	12A06	12A08	12A09	12A10	12A11	12B02	12B04	12B05	12B08	12B09	12B10	12B11	12C02	12C05	12C09	12C11	12D05	12D07	12D08	12D09	12D11	12D12	12E02	12E04	12E05	12E06	12E10	12E11	12E12	12F02	12F03	12F04	12F05	12F06	12F08	12F10	12F11	12F12	12G01	12G02	12G03	12G04	12G05	12G06	12G07	12G08	12G09	12G10	12G11	12G12	12H01	12H02	12H04	12H05	12H08	12H09	12H10	12H11	13A01	13A02	13A03	13A04	13A08	13A10	13A11	13B01	13B03	13B07	13B10	13B11	13B12	13C01	13C04	13C05	13C10	13C12	13D01	13D03	13D07	13D09	13D11	13D12	13E02	13E04	13E05	13E06	13E07	13E09	13E10	13F02	13F04	13F08	13F11	13G02	13G04	13G07	13G08	13G10	13G12	13H02	13H04	13H05	13H06	13H11	13H12	14A03	14A04	14A06	14A07	14A10	14A11	14A12	14B06	14B08	14B10	14B11	14B12	14C01	14C02	14C03	14C04	14C05	14C06	14C07	14C08	14C09	14C10	14C11	14D03	14D07	14D09	14D12	14E01	14E02	14E03	14E04	14E05	14E06	14E07	14F04	14F05	14F06	14F08	14F09	14F10	14F11	14G02	14G03	14G04	14G06	14G09	14G10	14G12	14H02	14H05	14H06	14H08	14H09	14H11	1A03	1A05	1A09	1A11	1A12	1B01	1B02	1B03	1B07	1B09	1B10	1B11	1C01	1C02	1C03	1C04	1C05	1C07	1C09	1D01	1D02	1D07	1D08	1D09	1D10	1D12	1E01	1E07	7G11
12F06	23	27	14	12	17	9	14	16	21	27	119	28	13	7	9	12	6	12	8	11	6	7	11	7	11	9	12	6	5	11	7	8	39	16	0	14	6	11	8	75	45	9	6	8	5	6	6	5	6	12	117	5	7	6	10	48	6	11	11	5	10	4	9	4	9	7	5	10	9	9	84	19	8	7	10	12	9	9	12	11	10	11	12	5	7	9	16	9	11	14	3	11	7	8	12	16	12	8	9	9	8	7	7	9	7	7	8	6	7	15	10	25	11	9	10	8	9	9	9	9	7	65	8	10	48	9	71	11	16	7	59	8	15	7	14	11	8	6	8	11	17	8	7	9	11	8	9	12	9	14	11	9	10	12	9	10	13	8	9	9	10	9	9	7	8	8	5	7	11	9	9	8	13	13	16	13	11	17	13	11	11	9	8	9	8	11	9	9	14
12F08	33	35	26	24	29	21	26	28	29	35	113	36	23	19	21	24	18	24	20	23	18	19	21	19	23	17	24	18	17	23	19	16	35	24	14	0	16	21	18	83	53	19	16	20	15	16	16	15	18	20	109	17	17	16	20	54	18	23	23	15	22	14	21	14	19	17	15	20	19	21	84	31	20	17	22	22	21	21	24	21	20	21	22	17	19	21	24	21	23	26	15	23	19	20	22	28	24	20	21	21	20	19	19	21	17	19	20	16	19	27	22	33	21	19	22	20	21	21	21	21	19	71	20	22	52	21	73	21	28	19	65	20	27	19	26	23	20	18	20	23	29	20	19	21	23	20	21	24	19	24	23	21	20	24	21	22	25	20	21	21	22	21	21	19	20	20	17	19	23	21	21	20	23	23	28	25	23	29	23	21	23	21	20	21	20	23	21	21	24
12F10	23	31	16	16	19	11	16	18	23	29	121	30	15	9	11	14	8	14	8	15	8	9	11	9	13	11	16	8	7	13	9	4	39	18	6	16	0	7	8	73	43	9	4	10	5	8	6	5	8	14	121	7	7	10	10	52	8	13	15	5	12	4	11	4	7	9	5	10	9	11	86	23	10	7	12	12	9	11	14	9	10	11	12	7	9	11	14	13	13	16	5	13	9	10	12	14	14	8	11	9	10	9	9	11	7	9	8	6	11	15	12	27	13	11	10	10	11	9	11	11	11	67	10	12	50	13	73	15	16	9	61	10	15	9	16	13	12	10	8	13	19	8	9	11	11	10	11	12	7	14	11	9	8	16	9	10	13	10	9	9	10	11	11	7	8	8	7	7	11	9	9	10	15	15	18	15	13	17	15	15	13	9	8	11	8	11	11	11	16
12F11	26	36	17	21	24	16	21	23	28	34	124	35	20	14	16	19	13	19	15	20	13	14	16	12	18	16	21	13	12	18	14	9	42	23	11	21	7	0	11	78	50	14	11	15	10	13	11	10	13	19	126	12	12	15	13	57	11	18	20	10	17	9	16	9	10	14	10	15	10	16	89	24	13	12	15	15	14	16	19	14	15	16	17	12	14	16	17	18	18	21	10	18	14	15	15	19	17	13	16	14	15	14	14	16	12	14	13	11	16	18	17	30	18	14	11	13	14	10	16	16	16	70	15	17	53	18	76	20	19	12	64	13	16	14	19	14	15	15	13	16	24	13	14	16	14	13	16	17	12	19	14	14	13	21	12	13	16	15	14	14	13	16	16	12	13	13	12	12	12	14	14	13	18	20	23	20	18	22	18	20	18	14	13	16	13	16	16	16	21
12F12	23	29	14	14	19	11	16	16	21	27	119	28	13	9	9	12	8	12	10	13	6	9	11	9	11	13	18	6	9	13	9	10	35	16	8	18	8	11	0	77	47	11	8	12	7	8	8	7	8	12	121	7	7	10	10	50	8	11	13	5	12	6	11	6	11	9	7	8	9	11	86	23	10	9	10	10	11	9	12	11	12	9	12	9	11	11	18	11	11	14	7	11	11	10	16	18	16	12	11	9	10	11	9	13	7	7	10	8	13	15	12	27	11	13	14	12	11	13	11	11	11	65	10	12	48	11	71	13	20	11	59	12	19	11	14	11	14	12	10	13	17	12	11	13	11	12	11	14	11	14	15	11	12	14	11	10	15	10	11	11	14	9	11	9	10	10	9	9	13	11	13	12	13	13	18	13	11	21	15	15	13	13	10	13	10	13	13	13	14
12G01	76	80	71	75	76	70	77	79	78	72	116	77	70	70	72	73	71	73	73	74	73	74	72	74	72	76	75	73	72	68	72	77	96	73	75	83	73	78	77	0	40	68	71	71	70	73	71	70	73	73	100	72	70	73	71	63	73	70	74	74	71	73	68	73	74	72	74	69	72	74	101	72	71	68	73	71	70	70	71	70	69	70	69	72	72	70	79	72	70	69	72	70	68	69	69	71	69	69	70	72	69	68	72	70	70	72	71	69	70	72	69	82	72	70	69	69	70	72	70	70	72	100	71	69	69	74	82	74	75	72	102	69	70	70	71	72	71	71	71	70	76	69	68	68	72	67	68	71	68	73	72	70	67	73	72	73	74	71	72	70	71	70	70	72	73	73	70	72	72	74	72	73	74	74	73	72	72	72	70	74	70	74	73	72	73	72	72	70	69
12G02	50	54	49	47	50	44	53	49	52	48	102	55	44	44	46	47	41	47	43	48	43	44	46	44	46	46	47	43	42	46	46	47	68	45	45	53	43	50	47	40	0	42	41	45	40	43	41	40	41	47	92	42	40	43	43	43	43	44	48	44	45	43	42	43	48	46	44	43	46	46	89	50	43	40	47	45	44	44	43	44	45	44	45	44	44	44	55	46	44	43	44	44	42	43	45	49	47	43	44	46	43	42	46	44	44	46	45	43	44	48	43	58	46	44	45	43	44	46	44	44	46	72	45	43	59	48	72	48	53	44	76	45	50	44	45	48	47	45	47	46	50	43	42	44	46	43	44	45	42	49	50	44	43	47	46	47	48	45	46	46	45	44	44	44	45	45	42	44	46	46	46	45	48	48	51	46	46	52	48	48	46	46	45	46	45	46	44	44	41
12G03	18	22	7	7	10	2	13	11	14	20	118	25	6	4	6	5	7	5	7	8	7	8	6	8	4	8	13	7	6	6	6	11	38	9	9	19	9	14	11	68	42	0	7	9	4	7	5	4	7	9	112	6	4	7	7	43	7	4	6	8	3	7	4	7	12	6	8	3	8	10	83	16	5	2	7	5	4	4	5	4	7	4	7	6	6	8	17	4	4	7	6	4	2	3	7	11	5	3	2	6	3	4	4	2	4	6	7	3	4	10	3	22	4	4	5	3	4	8	2	2	6	58	3	3	41	6	64	6	15	4	52	3	10	2	7	6	7	3	7	6	10	3	2	2	6	3	4	7	2	9	10	4	3	9	6	7	10	3	4	6	5	4	2	6	5	5	4	6	10	6	8	5	6	6	9	6	4	10	6	6	4	6	5	6	5	4	4	2	7
12G04	21	29	14	14	17	9	14	16	21	27	119	28	13	7	11	12	8	12	8	13	8	9	11	9	11	11	16	8	7	11	7	8	39	16	6	16	4	11	8	71	41	7	0	8	3	6	4	3	6	12	119	5	5	8	8	50	6	11	13	5	10	4	9	4	9	7	5	8	9	11	84	21	8	5	10	10	9	9	12	9	8	9	10	5	7	9	16	11	11	14	5	11	7	8	12	14	12	8	9	11	8	7	7	9	5	7	8	4	9	15	10	27	11	9	10	8	9	11	9	9	11	65	10	10	48	13	71	13	18	9	59	10	15	9	14	13	12	10	8	11	17	8	7	9	11	8	9	12	7	14	11	9	8	14	11	12	15	10	11	11	10	9	9	9	10	10	7	9	13	11	11	10	13	13	16	13	11	17	13	13	11	11	10	11	10	11	9	9	14
12G05	21	29	14	14	17	9	16	14	21	27	123	28	13	7	11	12	8	12	10	13	8	9	11	9	11	11	16	8	7	7	9	12	43	16	8	20	10	15	12	71	45	9	8	0	5	8	6	5	6	14	119	5	7	8	8	50	6	11	13	7	10	6	9	8	9	11	9	10	11	9	88	17	8	7	12	12	9	9	12	11	10	11	10	5	9	7	16	11	11	14	7	11	7	8	12	14	12	8	9	11	8	7	9	9	9	9	10	8	9	13	10	25	11	9	10	8	9	9	9	9	11	65	10	10	48	13	71	13	16	9	59	10	11	9	14	13	10	10	10	9	17	8	7	7	11	8	7	12	9	14	9	9	10	14	11	12	13	10	11	9	10	9	9	9	10	10	7	9	11	11	9	8	13	13	14	13	11	15	13	13	9	11	10	9	10	11	9	9	14
12G06	18	26	11	11	14	6	13	13	18	24	118	25	10	4	8	9	5	9	7	10	5	6	8	6	8	8	13	5	4	8	6	7	38	13	5	15	5	10	7	70	40	4	3	5	0	3	1	0	3	9	116	2	2	5	5	47	3	8	10	4	7	3	6	3	8	6	4	5	8	8	83	18	5	2	9	7	6	6	9	6	7	6	9	4	6	6	15	8	8	11	4	8	4	5	9	13	9	5	6	8	5	4	6	6	4	6	7	3	6	12	7	24	8	6	7	5	6	8	6	6	8	62	7	7	45	10	68	10	15	6	56	7	12	6	11	10	9	7	7	8	14	5	4	6	8	5	6	9	4	11	10	6	5	11	8	9	12	7	8	8	7	6	6	6	7	7	4	6	10	8	8	7	10	10	13	10	8	14	10	10	8	8	7	8	7	8	6	6	11
12G07	19	25	12	10	17	9	16	14	19	25	117	26	11	7	9	10	6	10	10	9	6	5	9	9	9	11	14	6	7	11	9	10	39	14	6	16	8	13	8	73	43	7	6	8	3	0	2	3	6	8	117	5	3	6	8	46	4	9	9	7	8	6	9	4	9	5	5	6	11	11	84	17	6	5	10	8	9	7	10	7	10	7	12	7	9	7	18	7	9	12	7	9	7	6	10	14	10	8	9	9	8	7	9	9	7	7	10	6	7	13	8	23	9	9	10	8	9	11	9	9	7	63	10	10	46	9	69	9	16	9	57	10	13	9	12	11	10	8	10	9	15	8	7	9	9	8	9	12	7	12	11	9	8	10	11	10	15	8	11	11	10	7	9	9	10	8	7	9	13	9	11	10	11	11	14	11	9	15	13	11	11	9	8	9	8	9	7	7	12
12G08	17	27	12	12	15	7	14	14	19	25	119	26	11	5	9	10	6	10	8	11	6	7	9	7	9	9	14	6	5	9	7	8	39	14	6	16	6	11	8	71	41	5	4	6	1	2	0	1	4	10	117	3	3	6	6	48	4	9	11	5	8	4	7	2	7	5	5	6	9	9	84	17	6	3	10	8	7	7	10	7	8	7	10	5	7	7	16	9	9	12	5	9	5	6	10	12	8	6	7	9	6	5	7	7	5	7	8	4	7	13	8	25	9	7	8	6	7	9	7	7	9	63	8	8	46	11	69	11	14	7	57	8	11	7	12	11	10	8	8	9	15	6	5	7	9	6	7	10	5	12	9	7	6	12	9	10	13	8	9	9	8	7	7	7	8	8	5	7	11	9	9	8	11	11	12	11	9	13	11	11	9	7	8	7	8	7	5	5	12
12G09	18	26	11	11	14	6	13	13	18	24	118	25	10	4	8	9	5	9	7	10	5	6	8	6	8	8	13	5	4	8	6	7	38	13	5	15	5	10	7	70	40	4	3	5	0	3	1	0	3	9	116	2	2	5	5	47	3	8	10	4	7	3	6	3	8	6	4	5	8	8	83	18	5	2	9	7	6	6	9	6	7	6	9	4	6	6	15	8	8	11	4	8	4	5	9	13	9	5	6	8	5	4	6	6	4	6	7	3	6	12	7	24	8	6	7	5	6	8	6	6	8	62	7	7	45	10	68	10	15	6	56	7	12	6	11	10	9	7	7	8	14	5	4	6	8	5	6	9	4	11	10	6	5	11	8	9	12	7	8	8	7	6	6	6	7	7	4	6	10	8	8	7	10	10	13	10	8	14	10	10	8	8	7	8	7	8	6	6	11
12G10	19	25	10	10	13	5	12	12	17	23	119	24	9	3	7	8	6	8	6	9	4	5	7	5	7	9	14	4	5	7	5	10	39	12	6	18	8	13	8	73	41	7	6	6	3	6	4	3	0	10	115	1	5	4	6	46	4	7	9	5	8	6	5	6	11	7	5	6	11	7	84	17	6	5	8	8	5	5	8	9	10	7	10	5	7	7	18	7	7	10	5	7	5	6	12	12	10	6	5	7	4	5	5	7	5	5	6	6	7	11	8	23	7	7	8	6	5	9	5	5	9	61	6	6	44	9	67	9	16	7	55	8	13	7	10	9	10	8	6	9	13	6	5	7	7	6	5	8	7	10	11	5	8	10	7	8	11	8	7	7	8	5	5	5	6	8	5	5	9	9	9	8	9	9	12	9	7	15	9	9	7	9	8	9	8	7	7	7	10
12G11	25	23	10	8	17	9	16	16	17	25	111	28	11	7	11	10	12	10	14	9	10	9	9	13	9	15	20	10	13	11	9	16	37	12	12	20	14	19	12	73	47	9	12	14	9	8	10	9	10	0	109	9	9	10	12	42	10	9	9	11	10	12	9	12	17	7	9	6	15	15	80	17	10	9	10	8	9	7	10	9	12	7	12	11	13	11	22	7	9	12	11	9	9	8	12	16	14	10	9	9	8	9	9	11	7	7	10	8	9	13	10	23	9	11	12	10	9	15	9	9	11	63	10	10	44	9	67	9	22	13	55	12	17	11	12	11	12	10	10	11	15	10	9	11	9	10	9	12	9	12	15	9	10	10	11	10	15	10	11	11	12	7	9	11	12	12	11	11	15	13	15	14	11	9	16	11	9	19	13	9	11	15	12	15	12	11	13	11	12
12G12	120	102	111	107	116	110	121	115	108	98	74	113	112	112	114	113	115	113	115	114	115	114	114	116	112	114	113	115	116	112	114	121	98	107	117	109	121	126	121	100	92	112	119	119	116	117	117	116	115	109	0	114	116	111	117	75	117	110	112	118	113	119	112	119	124	114	116	113	120	114	87	114	115	114	115	115	112	112	109	116	117	114	117	116	114	116	129	110	110	107	116	110	112	113	115	119	115	113	110	114	111	112	112	112	114	114	113	115	112	118	111	110	112	114	115	113	112	118	110	110	114	100	111	109	85	110	82	110	125	114	84	113	120	112	109	114	113	111	115	114	108	113	112	112	114	113	112	109	114	117	120	112	115	109	114	115	118	113	112	114	115	112	110	114	113	115	114	114	116	116	118	115	114	112	117	108	112	120	112	108	112	116	115	116	115	112	114	112	107
12H01	18	24	9	9	12	4	11	11	16	22	118	23	8	2	6	7	5	7	5	8	3	4	6	4	6	8	13	3	4	6	4	9	38	11	5	17	7	12	7	72	42	6	5	5	2	5	3	2	1	9	114	0	4	3	5	45	3	6	8	4	7	5	4	5	10	6	4	5	10	6	83	16	5	4	7	7	4	4	7	8	9	6	9	4	6	6	17	6	6	9	4	6	4	5	11	11	9	5	4	6	3	4	4	6	4	4	5	5	6	10	7	22	6	6	7	5	4	8	4	4	8	60	5	5	43	8	66	8	15	6	54	7	12	6	9	8	9	7	5	8	12	5	4	6	6	5	4	7	6	9	10	4	7	9	6	7	10	7	6	6	7	4	4	4	5	7	4	4	8	8	8	7	8	8	11	8	6	14	8	8	6	8	7	8	7	6	6	6	9
12H02	18	24	9	9	14	6	15	11	16	22	118	23	8	6	6	7	3	7	7	8	3	4	6	6	6	8	13	3	4	8	8	9	38	11	7	17	7	12	7	70	40	4	5	7	2	3	3	2	5	9	116	4	0	5	5	45	3	6	8	6	5	5	6	5	10	8	6	3	8	8	85	18	3	2	7	5	6	4	7	4	9	4	9	6	8	6	17	6	6	9	6	6	4	3	9	13	9	5	6	6	5	6	8	6	6	6	9	5	6	10	5	22	6	6	7	5	6	8	6	6	6	60	7	7	43	8	66	8	15	6	54	7	12	6	9	8	9	7	9	6	12	5	4	6	6	5	6	9	4	9	12	6	5	9	8	7	12	5	8	8	7	4	6	6	7	5	4	6	10	6	8	7	8	8	13	8	6	14	10	10	8	8	5	8	5	8	6	6	9
12H04	19	23	10	8	13	5	14	12	17	21	117	22	9	5	7	8	6	8	6	7	4	3	7	5	7	9	12	4	5	7	7	10	39	12	6	16	10	15	10	73	43	7	8	8	5	6	6	5	4	10	111	3	5	0	6	44	6	7	7	7	8	8	5	8	13	7	5	6	11	7	82	15	6	5	8	8	5	5	8	9	12	7	10	7	9	9	20	5	7	10	7	7	5	6	10	12	10	6	5	7	4	7	7	7	7	7	8	8	5	11	8	19	7	7	8	6	5	9	5	5	7	61	6	6	44	7	67	7	16	7	53	8	13	7	10	9	8	6	8	9	13	6	5	7	7	6	5	8	7	10	13	5	8	8	7	8	11	8	7	7	8	5	5	5	6	8	5	5	9	9	9	8	9	9	12	9	7	15	9	7	7	9	8	9	8	7	7	7	10
12H05	17	27	12	12	15	7	14	12	19	25	121	26	11	7	9	10	8	10	8	11	6	7	9	7	9	11	16	6	7	7	9	12	41	14	10	20	10	13	10	71	43	7	8	8	5	8	6	5	6	12	117	5	5	6	0	48	6	9	11	7	10	8	7	8	13	9	7	6	5	7	86	17	6	5	8	6	7	7	10	9	10	7	10	9	11	11	18	9	9	12	9	9	7	8	10	14	10	8	7	9	6	9	9	9	7	9	10	8	9	9	10	21	9	7	8	6	5	11	7	7	11	63	8	8	46	11	69	11	16	7	55	10	11	9	12	9	8	10	10	7	15	8	7	9	7	8	7	10	7	10	13	7	8	12	7	8	13	10	9	9	8	7	7	7	8	10	7	7	11	11	11	10	9	11	14	11	9	17	9	11	9	11	10	11	10	9	9	9	12
12H08	57	47	42	38	49	41	52	48	47	47	97	50	41	43	43	42	44	42	46	43	44	43	41	47	41	49	52	44	47	45	45	54	65	40	48	54	52	57	50	63	43	43	50	50	47	46	48	47	46	42	75	45	45	44	48	0	46	39	41	49	42	50	43	50	55	45	47	42	51	47	74	47	44	45	44	44	43	41	38	45	50	43	48	47	47	47	60	39	39	38	47	41	43	42	48	50	46	44	41	43	42	45	43	43	45	43	44	46	43	47	40	51	39	43	46	44	43	49	41	41	43	71	42	40	40	41	57	37	56	45	69	44	51	43	40	43	46	42	46	45	45	44	43	43	43	44	43	42	45	46	51	43	46	42	45	44	49	42	43	45	46	41	41	45	44	44	45	45	49	45	49	46	41	39	48	41	41	51	45	39	43	47	44	47	44	43	45	43	36
12H09	21	25	10	10	15	7	14	12	17	23	119	24	9	5	7	8	4	8	8	9	4	5	7	7	7	9	14	4	5	9	7	10	39	12	6	18	8	11	8	73	43	7	6	6	3	4	4	3	4	10	117	3	3	6	6	46	0	7	9	7	6	6	7	6	11	9	7	6	9	9	86	17	2	5	6	6	7	5	8	7	10	7	12	5	7	5	16	7	7	10	5	7	5	4	10	14	8	6	7	7	6	5	7	7	7	5	8	6	7	9	6	21	7	5	6	4	5	9	7	7	7	61	8	8	44	9	67	9	14	5	53	8	11	7	10	7	8	8	8	5	13	6	5	7	5	6	7	10	7	10	9	7	8	10	7	6	13	6	9	9	6	5	7	7	8	6	5	7	11	7	9	8	7	9	14	9	7	15	9	11	9	9	6	9	6	9	7	7	10
12H10	20	20	5	5	10	2	13	9	12	18	118	23	4	4	4	3	7	3	7	6	5	6	4	8	2	10	15	5	8	6	6	15	38	7	11	23	13	18	11	70	44	4	11	11	8	9	9	8	7	9	110	6	6	7	9	39	7	0	4	10	3	11	4	11	16	8	10	3	12	10	85	16	5	6	5	5	4	2	3	6	11	4	9	8	8	8	21	2	2	5	8	2	4	3	11	11	7	5	2	4	3	6	4	4	6	4	7	7	6	8	3	20	2	6	7	5	4	10	2	2	6	54	3	1	37	4	60	4	17	6	50	5	12	4	5	4	9	5	7	6	8	5	4	4	4	5	4	7	6	7	12	4	7	7	6	5	10	3	4	6	7	2	2	6	5	5	6	6	10	6	10	7	4	4	9	4	2	12	6	6	4	8	5	8	5	4	6	4	3
12H11	22	20	7	5	12	4	15	11	14	20	116	23	6	6	6	5	9	5	9	6	7	6	6	10	4	12	13	7	10	8	8	17	38	9	11	23	15	20	13	74	48	6	13	13	10	9	11	10	9	9	112	8	8	7	11	41	9	4	0	12	5	13	6	13	18	8	10	5	14	12	83	16	7	8	7	7	6	4	5	8	13	6	11	10	10	10	23	2	4	7	10	4	6	5	11	13	9	7	4	6	5	8	6	6	8	6	9	9	6	10	5	20	4	8	9	7	6	12	4	4	6	56	5	5	39	4	64	4	19	8	52	7	14	6	7	6	9	5	9	8	10	7	6	6	6	7	6	9	8	9	14	6	9	7	8	7	12	5	6	8	9	4	4	8	7	7	8	8	12	8	12	9	6	6	11	6	4	14	8	6	6	10	7	10	7	6	8	6	7
13A01	20	28	13	13	16	8	13	13	20	26	118	27	12	6	8	11	7	11	7	12	5	8	10	6	10	10	15	5	6	10	6	7	36	15	5	15	5	10	5	74	44	8	5	7	4	7	5	4	5	11	118	4	6	7	7	49	7	10	12	0	11	1	8	3	6	6	4	7	8	8	83	18	9	6	9	9	8	8	11	10	9	8	7	4	8	8	13	10	10	13	4	10	8	9	13	15	13	9	8	8	7	8	6	10	4	6	7	5	10	14	11	26	10	10	11	9	8	8	8	8	10	64	7	9	47	10	70	12	17	8	58	9	14	8	13	10	11	9	7	12	16	9	8	10	10	9	8	11	8	13	10	8	9	13	8	9	10	9	8	8	11	8	8	6	7	9	6	6	8	10	8	7	12	12	15	12	10	18	12	12	10	10	9	10	9	10	10	10	13
13A02	21	21	6	6	11	3	14	10	13	19	119	24	5	5	5	4	6	4	8	7	6	7	5	9	3	9	14	6	7	7	7	14	39	8	10	22	12	17	12	71	45	3	10	10	7	8	8	7	8	10	113	7	5	8	10	42	6	3	5	11	0	10	5	10	15	9	11	4	11	11	86	17	4	5	6	6	5	3	4	3	10	5	10	7	7	7	20	3	3	6	7	3	3	2	10	12	6	4	3	5	4	5	5	3	7	5	8	6	3	9	2	21	3	5	6	4	5	9	3	3	5	57	4	4	40	5	63	5	16	5	51	4	11	3	6	5	8	4	8	5	9	4	3	3	5	4	5	8	5	8	11	5	6	8	7	6	11	2	5	7	6	3	3	7	6	4	5	7	11	5	9	6	5	5	10	5	3	11	7	7	5	7	4	7	4	5	5	3	6
13A03	21	29	14	14	17	9	14	14	21	27	119	28	13	7	9	12	6	12	8	13	6	9	11	7	11	9	14	6	5	11	7	6	37	16	4	14	4	9	6	73	43	7	4	6	3	6	4	3	6	12	119	5	5	8	8	50	6	11	13	1	10	0	9	2	5	7	5	8	7	9	84	19	8	5	10	10	9	9	12	9	8	9	8	3	7	7	12	11	11	14	3	11	7	8	12	16	12	8	9	9	8	7	7	9	5	7	8	4	9	15	10	27	11	9	10	8	9	7	9	9	9	65	8	10	48	11	71	13	16	7	59	8	13	7	14	11	10	8	8	11	17	8	7	9	11	8	9	12	7	14	9	9	8	14	9	10	11	8	9	9	10	9	9	7	8	8	5	7	9	9	7	6	13	13	16	13	11	17	13	13	11	9	8	9	8	11	9	9	14
13A04	20	22	7	7	10	2	11	11	14	20	118	23	6	2	6	5	7	5	7	6	5	6	4	6	4	10	15	5	6	4	4	13	38	9	9	21	11	16	11	68	42	4	9	9	6	9	7	6	5	9	112	4	6	5	7	43	7	4	6	8	5	9	0	9	14	6	8	3	10	8	83	14	5	4	5	5	2	2	5	6	7	4	7	6	8	8	19	4	4	7	6	4	2	3	9	9	7	3	2	4	1	4	4	4	4	4	5	5	4	6	5	20	4	4	5	3	2	8	2	2	8	58	3	3	41	6	64	6	15	6	52	5	10	4	7	6	7	5	5	6	10	3	2	4	4	3	2	5	4	7	10	2	5	7	4	5	8	5	4	4	5	2	2	4	5	7	4	4	8	8	8	7	6	6	9	6	4	12	6	6	4	8	7	8	7	4	6	4	7
13A08	19	29	14	14	17	9	14	16	21	27	119	28	13	7	9	12	6	12	8	13	6	9	11	7	11	9	14	6	5	11	7	6	37	16	4	14	4	9	6	73	43	7	4	8	3	4	2	3	6	12	119	5	5	8	8	50	6	11	13	3	10	2	9	0	5	5	5	8	7	9	84	19	8	5	10	10	9	9	12	9	8	9	10	5	7	9	14	11	11	14	3	11	7	8	12	14	10	8	9	9	8	7	7	9	5	7	8	4	9	15	10	27	11	9	10	8	9	9	9	9	9	65	8	10	48	11	71	13	14	7	59	8	13	7	14	11	10	8	8	11	17	8	7	9	11	8	9	12	7	14	9	9	8	14	9	10	13	8	9	9	10	9	9	7	8	8	5	7	11	9	9	8	13	13	14	13	11	15	13	13	11	7	8	7	8	9	7	7	14
13A10	22	34	17	19	22	14	19	19	26	32	124	33	18	12	14	17	11	17	13	18	11	14	14	12	16	14	19	11	10	14	12	9	42	21	9	19	7	10	11	74	48	12	9	9	8	9	7	8	11	17	124	10	10	13	13	55	11	16	18	6	15	5	14	5	0	10	8	13	12	14	89	16	13	10	15	15	12	14	17	12	11	14	11	8	12	12	11	16	16	19	8	16	12	13	13	11	15	11	14	12	13	12	12	14	10	12	11	9	14	16	15	28	16	14	11	13	14	8	14	14	14	70	13	15	53	16	76	18	15	12	64	11	12	12	19	14	15	13	11	16	22	11	12	12	14	11	12	15	10	15	8	12	11	19	12	13	14	13	12	10	13	14	14	10	11	11	10	10	10	12	10	11	16	18	15	18	14	14	18	18	14	10	11	10	11	12	12	12	19
13A11	20	24	11	9	14	6	11	15	18	24	114	27	10	4	10	9	11	9	11	8	9	8	8	10	8	14	17	9	10	8	4	11	36	13	7	17	9	14	9	72	46	6	7	11	6	5	5	6	7	7	114	6	8	7	9	45	9	8	8	6	9	7	6	5	10	0	4	5	10	12	79	14	9	6	7	7	6	6	9	8	7	6	7	6	8	10	17	6	8	11	6	8	6	7	9	11	9	7	6	8	5	6	4	8	2	4	5	3	6	12	9	22	8	8	9	7	6	12	6	6	10	62	7	7	45	8	68	8	17	10	56	9	12	8	11	10	9	7	5	10	14	7	6	8	8	7	6	9	6	11	8	6	7	9	8	9	12	9	8	8	9	6	6	8	9	11	8	8	12	12	12	11	10	10	11	10	8	14	10	8	8	10	11	10	11	6	8	6	11
13B01	20	26	13	11	16	8	13	15	20	26	116	27	12	6	10	11	9	11	9	10	7	6	8	8	10	12	15	7	8	10	6	7	38	15	5	15	5	10	7	74	44	8	5	9	4	5	5	4	5	9	116	4	6	5	7	47	7	10	10	4	11	5	8	5	8	4	0	7	10	10	81	18	9	6	9	9	6	8	11	8	9	8	9	6	8	10	15	8	10	13	6	10	8	9	9	13	13	7	8	8	7	8	6	10	4	6	5	5	8	12	11	22	10	10	9	9	8	10	8	8	10	64	9	9	47	10	70	10	17	10	58	11	14	10	13	12	11	9	5	12	16	7	8	10	8	9	8	9	6	11	10	6	7	11	8	9	12	11	8	8	9	8	8	6	7	9	8	6	10	10	10	11	12	12	15	12	10	16	12	10	10	10	9	12	9	8	10	10	13
13B03	19	21	6	6	11	3	12	10	13	19	115	22	5	3	5	4	6	4	8	5	4	5	3	7	3	11	16	4	7	5	5	12	35	8	10	20	10	15	8	69	43	3	8	10	5	6	6	5	6	6	113	5	3	6	6	42	6	3	5	7	4	8	3	8	13	5	7	0	9	9	82	15	4	3	4	2	3	1	4	3	8	1	6	7	9	7	18	3	3	6	7	3	3	2	8	10	8	4	3	3	2	5	5	5	3	3	6	4	5	7	4	19	3	5	6	4	3	9	3	3	7	57	4	4	40	5	63	5	16	7	51	6	11	5	6	5	8	6	6	5	9	4	3	5	3	4	3	6	3	6	11	3	4	6	5	4	9	4	5	5	6	1	3	5	6	6	5	5	9	7	9	8	5	5	10	5	3	13	7	7	5	9	6	9	6	5	7	5	6
